"Date and Time Run 1","Time (s) Run 1","Position (m) Run 1","Velocity (m/s) Run 1","Acceleration (m/s²) Run 1","Date and Time Run 2","Time (s) Run 2","Position (m) Run 2","Velocity (m/s) Run 2","Acceleration (m/s²) Run 2","Date and Time Run 3","Time (s) Run 3","Position (m) Run 3","Velocity (m/s) Run 3","Acceleration (m/s²) Run 3","Date and Time Run 4","Time (s) Run 4","Position (m) Run 4","Velocity (m/s) Run 4","Acceleration (m/s²) Run 4","Date and Time Run 5","Time (s) Run 5","Position (m) Run 5","Velocity (m/s) Run 5","Acceleration (m/s²) Run 5","Date and Time Run 6","Time (s) Run 6","Position (m) Run 6","Velocity (m/s) Run 6","Acceleration (m/s²) Run 6","Date and Time Run 7","Time (s) Run 7","Position (m) Run 7","Velocity (m/s) Run 7","Acceleration (m/s²) Run 7","Date and Time Run 8","Time (s) Run 8","Position (m) Run 8","Velocity (m/s) Run 8","Acceleration (m/s²) Run 8","Date and Time Run 9","Time (s) Run 9","Position (m) Run 9","Velocity (m/s) Run 9","Acceleration (m/s²) Run 9","Date and Time Run 10","Time (s) Run 10","Position (m) Run 10","Velocity (m/s) Run 10","Acceleration (m/s²) Run 10","Date and Time Run 11","Time (s) Run 11","Position (m) Run 11","Velocity (m/s) Run 11","Acceleration (m/s²) Run 11","Date and Time Run 12","Time (s) Run 12","Position (m) Run 12","Velocity (m/s) Run 12","Acceleration (m/s²) Run 12","Date and Time Run 13","Time (s) Run 13","Position (m) Run 13","Velocity (m/s) Run 13","Acceleration (m/s²) Run 13","Date and Time Run 14","Time (s) Run 14","Position (m) Run 14","Velocity (m/s) Run 14","Acceleration (m/s²) Run 14","Date and Time Run 15","Time (s) Run 15","Position (m) Run 15","Velocity (m/s) Run 15","Acceleration (m/s²) Run 15","Date and Time Run 16","Time (s) Run 16","Position (m) Run 16","Velocity (m/s) Run 16","Acceleration (m/s²) Run 16","Date and Time Run 17","Time (s) Run 17","Position (m) Run 17","Velocity (m/s) Run 17","Acceleration (m/s²) Run 17","Date and Time Run 18","Time (s) Run 18","Position (m) Run 18","Velocity (m/s) Run 18","Acceleration (m/s²) Run 18","Date and Time Run 19","Time (s) Run 19","Position (m) Run 19","Velocity (m/s) Run 19","Acceleration (m/s²) Run 19","Date and Time Run 20","Time (s) Run 20","Position (m) Run 20","Velocity (m/s) Run 20","Acceleration (m/s²) Run 20","Date and Time Run 21","Time (s) Run 21","Position (m) Run 21","Velocity (m/s) Run 21","Acceleration (m/s²) Run 21"
10/06/2023 01:06:43 pm,1.400,0.75,0.99,0.64,10/06/2023 01:11:31 pm,1.400,0.49,0.78,0.64,10/06/2023 01:12:04 pm,1.400,0.51,0.79,0.63,10/06/2023 01:14:50 pm,1.400,0.76,1.36,-3.28,10/06/2023 01:15:27 pm,1.400,0.90,-0.01,-1.14,10/06/2023 01:16:36 pm,1.400,0.81,0.05,-1.52,10/06/2023 01:16:49 pm,1.400,1.56,2.15,-46.35,10/06/2023 01:18:55 pm,0.700,0.14,0.69,9.83,10/06/2023 01:20:00 pm,0.700,0.13,0.24,5.59,10/06/2023 01:20:08 pm,0.700,0.39,1.35,2.73,10/06/2023 01:21:26 pm,0.700,0.26,1.16,2.02,10/06/2023 01:23:04 pm,0.700,0.18,1.14,6.65,10/06/2023 01:24:00 pm,0.700,0.31,1.40,3.75,10/06/2023 01:24:36 pm,0.700,0.45,1.73,4.00,10/06/2023 01:26:00 pm,0.700,0.52,1.87,3.63,10/06/2023 01:26:02 pm,0.700,0.94,-0.03,0.03,10/06/2023 01:27:01 pm,0.700,0.41,1.76,4.62,10/06/2023 01:28:04 pm,0.700,0.22,-0.70,-6.63,10/06/2023 01:29:01 pm,0.700,0.32,1.56,4.16,10/06/2023 01:29:37 pm,0.700,0.12,0.00,-0.33,10/06/2023 01:29:54 pm,0.700,0.14,0.77,11.49
10/06/2023 01:06:43 pm,1.450,0.80,1.02,0.56,10/06/2023 01:11:31 pm,1.450,0.53,0.81,0.64,10/06/2023 01:12:04 pm,1.450,0.55,0.82,0.63,10/06/2023 01:14:50 pm,1.450,0.83,1.08,-5.91,10/06/2023 01:15:27 pm,1.450,0.90,-0.04,-0.31,10/06/2023 01:16:36 pm,1.450,0.81,-0.02,-2.56,10/06/2023 01:16:49 pm,1.450,1.61,-2.14,-44.72,10/06/2023 01:18:55 pm,0.725,0.16,0.95,6.56,10/06/2023 01:20:00 pm,0.725,0.13,0.38,6.36,10/06/2023 01:20:08 pm,0.725,0.43,1.44,3.25,10/06/2023 01:21:26 pm,0.725,0.29,1.21,1.91,10/06/2023 01:23:04 pm,0.725,0.21,1.22,3.05,10/06/2023 01:24:00 pm,0.725,0.35,1.47,3.34,10/06/2023 01:24:36 pm,0.725,0.50,1.83,3.65,10/06/2023 01:26:00 pm,0.725,0.57,1.95,3.70,10/06/2023 01:26:02 pm,0.725,0.94,-0.03,-0.08,10/06/2023 01:27:01 pm,0.725,0.46,1.89,4.83,10/06/2023 01:28:04 pm,0.725,0.16,-0.50,4.83,10/06/2023 01:29:01 pm,0.725,0.36,1.66,4.23,10/06/2023 01:29:37 pm,0.725,0.12,-0.01,-0.18,10/06/2023 01:29:54 pm,0.725,0.17,1.06,8.79
10/06/2023 01:06:43 pm,1.500,0.85,1.05,0.42,10/06/2023 01:11:31 pm,1.500,0.57,0.84,0.63,10/06/2023 01:12:04 pm,1.500,0.59,0.85,0.62,10/06/2023 01:14:50 pm,1.500,0.88,0.67,-6.58,10/06/2023 01:15:27 pm,1.500,0.90,-0.03,0.07,10/06/2023 01:16:36 pm,1.500,0.80,-0.05,-3.72,10/06/2023 01:16:49 pm,1.500,0.97,-4.31,-9.32,10/06/2023 01:18:55 pm,0.750,0.19,1.03,2.61,10/06/2023 01:20:00 pm,0.750,0.15,0.59,6.73,10/06/2023 01:20:08 pm,0.750,0.46,1.53,3.21,10/06/2023 01:21:26 pm,0.750,0.32,1.26,1.87,10/06/2023 01:23:04 pm,0.750,0.24,1.23,2.02,10/06/2023 01:24:00 pm,0.750,0.38,1.54,3.11,10/06/2023 01:24:36 pm,0.750,0.54,1.91,3.42,10/06/2023 01:26:00 pm,0.750,0.62,2.05,3.69,10/06/2023 01:26:02 pm,0.750,0.94,-0.04,-0.04,10/06/2023 01:27:01 pm,0.750,0.51,2.03,4.65,10/06/2023 01:28:04 pm,0.750,0.15,-0.33,7.88,10/06/2023 01:29:01 pm,0.750,0.40,1.77,4.28,10/06/2023 01:29:37 pm,0.750,0.12,-0.01,0.15,10/06/2023 01:29:54 pm,0.750,0.20,1.19,5.89
10/06/2023 01:06:43 pm,1.550,0.91,1.06,,10/06/2023 01:11:31 pm,1.550,0.61,0.87,0.63,10/06/2023 01:12:04 pm,1.550,0.64,0.89,0.62,10/06/2023 01:14:50 pm,1.550,0.89,0.32,-5.17,10/06/2023 01:15:27 pm,1.550,0.90,-0.02,0.28,10/06/2023 01:16:36 pm,1.550,0.80,-0.53,-1.91,10/06/2023 01:16:49 pm,1.550,0.94,-2.44,22.74,10/06/2023 01:18:55 pm,0.775,0.22,1.02,0.56,10/06/2023 01:20:00 pm,0.775,0.16,0.71,5.74,10/06/2023 01:20:08 pm,0.775,0.50,1.61,2.85,10/06/2023 01:21:26 pm,0.775,0.36,1.30,2.02,10/06/2023 01:23:04 pm,0.775,0.27,1.28,2.60,10/06/2023 01:24:00 pm,0.775,0.42,1.62,3.11,10/06/2023 01:24:36 pm,0.775,0.59,1.99,3.45,10/06/2023 01:26:00 pm,0.775,0.67,2.15,3.09,10/06/2023 01:26:02 pm,0.775,0.94,-0.04,0.12,10/06/2023 01:27:01 pm,0.775,0.56,2.12,4.40,10/06/2023 01:28:04 pm,0.775,0.19,0.09,3.11,10/06/2023 01:29:01 pm,0.775,0.45,1.88,4.27,10/06/2023 01:29:37 pm,0.775,0.12,0.00,0.37,10/06/2023 01:29:54 pm,0.775,0.23,1.30,4.43
10/06/2023 01:06:43 pm,1.600,0.96,1.07,,10/06/2023 01:11:31 pm,1.600,0.66,0.90,0.63,10/06/2023 01:12:04 pm,1.600,0.68,0.92,0.62,10/06/2023 01:14:50 pm,1.600,0.90,0.15,-3.11,10/06/2023 01:15:27 pm,1.600,0.90,0.00,0.39,10/06/2023 01:16:36 pm,1.600,0.80,-0.55,3.02,10/06/2023 01:16:49 pm,1.600,0.94,-0.34,27.98,10/06/2023 01:18:55 pm,0.800,0.24,1.00,1.22,10/06/2023 01:20:00 pm,0.800,0.19,0.92,1.80,10/06/2023 01:20:08 pm,0.800,0.54,1.67,2.69,10/06/2023 01:21:26 pm,0.800,0.39,1.35,2.42,10/06/2023 01:23:04 pm,0.800,0.31,1.39,3.12,10/06/2023 01:24:00 pm,0.800,0.46,1.71,2.35,10/06/2023 01:24:36 pm,0.800,0.64,2.09,3.35,10/06/2023 01:26:00 pm,0.800,0.73,2.22,1.76,10/06/2023 01:26:02 pm,0.800,0.94,-0.03,0.16,10/06/2023 01:27:01 pm,0.800,0.62,2.23,7.72,10/06/2023 01:28:04 pm,0.800,0.14,-0.11,-0.29,10/06/2023 01:29:01 pm,0.800,0.50,1.99,4.19,10/06/2023 01:29:37 pm,0.800,0.12,0.02,1.06,10/06/2023 01:29:54 pm,0.800,0.26,1.41,4.15
10/06/2023 01:06:43 pm,1.650,1.01,,,10/06/2023 01:11:31 pm,1.650,0.70,0.94,0.62,10/06/2023 01:12:04 pm,1.650,0.73,0.95,0.46,10/06/2023 01:14:50 pm,1.650,0.91,0.06,-1.66,10/06/2023 01:15:27 pm,1.650,0.90,0.02,0.38,10/06/2023 01:16:36 pm,1.650,0.65,-0.09,6.52,10/06/2023 01:16:49 pm,1.650,0.91,0.72,12.75,10/06/2023 01:18:55 pm,0.825,0.26,1.06,2.64,10/06/2023 01:20:00 pm,0.825,0.20,0.91,-3.89,10/06/2023 01:20:08 pm,0.825,0.59,1.73,2.75,10/06/2023 01:21:26 pm,0.825,0.42,1.42,2.94,10/06/2023 01:23:04 pm,0.825,0.34,1.46,3.15,10/06/2023 01:24:00 pm,0.825,0.51,1.76,1.00,10/06/2023 01:24:36 pm,0.825,0.70,2.17,2.79,10/06/2023 01:26:00 pm,0.825,0.78,2.24,-1.61,10/06/2023 01:26:02 pm,0.825,0.94,-0.02,-0.01,10/06/2023 01:27:01 pm,0.825,0.67,2.35,-22.30,10/06/2023 01:28:04 pm,0.825,0.18,-0.26,0.08,10/06/2023 01:29:01 pm,0.825,0.55,2.09,4.09,10/06/2023 01:29:37 pm,0.825,0.12,0.02,3.01,10/06/2023 01:29:54 pm,0.825,0.30,1.51,4.13
,,,,,10/06/2023 01:11:31 pm,1.700,0.75,0.97,0.61,10/06/2023 01:12:04 pm,1.700,0.78,0.98,-0.30,10/06/2023 01:14:50 pm,1.700,0.91,4.79E-4,-0.93,10/06/2023 01:15:27 pm,1.700,0.90,0.04,0.24,10/06/2023 01:16:36 pm,1.700,0.79,0.41,3.66,10/06/2023 01:16:49 pm,1.700,0.89,0.92,-0.91,10/06/2023 01:18:55 pm,0.850,0.29,1.18,3.19,10/06/2023 01:20:00 pm,0.850,0.25,0.66,-8.00,10/06/2023 01:20:08 pm,0.850,0.63,1.81,2.64,10/06/2023 01:21:26 pm,0.850,0.46,1.50,3.17,10/06/2023 01:23:04 pm,0.850,0.38,1.52,3.38,10/06/2023 01:24:00 pm,0.850,0.55,1.75,-0.03,10/06/2023 01:24:36 pm,0.850,0.75,2.23,1.93,10/06/2023 01:26:00 pm,0.850,0.84,2.22,-8.74,10/06/2023 01:26:02 pm,0.850,0.94,-0.03,-0.13,10/06/2023 01:27:01 pm,0.850,0.73,2.96,-97.07,10/06/2023 01:28:04 pm,0.850,0.14,-0.03,3.16,10/06/2023 01:29:01 pm,0.850,0.60,2.19,3.98,10/06/2023 01:29:37 pm,0.850,0.12,0.13,5.74,10/06/2023 01:29:54 pm,0.850,0.34,1.61,4.18
,,,,,10/06/2023 01:11:31 pm,1.750,0.80,1.00,0.58,10/06/2023 01:12:04 pm,1.750,0.83,0.96,-1.76,10/06/2023 01:14:50 pm,1.750,0.90,-0.03,-0.44,10/06/2023 01:15:27 pm,1.750,0.90,0.05,,10/06/2023 01:16:36 pm,1.750,0.79,0.46,-1.13,10/06/2023 01:16:49 pm,1.750,1.20,0.11,-2.92,10/06/2023 01:18:55 pm,0.875,0.32,1.25,2.65,10/06/2023 01:20:00 pm,0.875,0.24,0.39,-6.25,10/06/2023 01:20:08 pm,0.875,0.68,1.88,2.07,10/06/2023 01:21:26 pm,0.875,0.50,1.59,3.00,10/06/2023 01:23:04 pm,0.875,0.42,1.62,4.08,10/06/2023 01:24:00 pm,0.875,0.60,1.74,-0.28,10/06/2023 01:24:36 pm,0.875,0.81,2.27,0.96,10/06/2023 01:26:00 pm,0.875,0.89,1.91,-17.99,10/06/2023 01:26:02 pm,0.875,0.93,-0.04,-0.04,10/06/2023 01:27:01 pm,0.875,0.80,-1.95,-152.72,10/06/2023 01:28:04 pm,0.875,0.15,0.02,1.99,10/06/2023 01:29:01 pm,0.875,0.66,2.29,4.07,10/06/2023 01:29:37 pm,0.875,0.12,0.34,7.08,10/06/2023 01:29:54 pm,0.875,0.38,1.72,4.27
,,,,,10/06/2023 01:11:31 pm,1.800,0.85,1.02,-0.30,10/06/2023 01:12:04 pm,1.800,0.88,0.81,-3.29,10/06/2023 01:14:50 pm,1.800,0.90,-0.04,-0.03,10/06/2023 01:15:27 pm,1.800,0.90,0.04,,10/06/2023 01:16:36 pm,1.800,0.79,0.00,-3.02,10/06/2023 01:16:49 pm,1.800,0.92,-0.01,4.89,10/06/2023 01:18:55 pm,0.900,0.35,1.29,2.12,10/06/2023 01:20:00 pm,0.900,0.25,0.25,-1.66,10/06/2023 01:20:08 pm,0.900,0.72,1.92,-0.61,10/06/2023 01:21:26 pm,0.900,0.54,1.66,2.71,10/06/2023 01:23:04 pm,0.900,0.46,1.74,4.33,10/06/2023 01:24:00 pm,0.900,0.64,1.74,-0.13,10/06/2023 01:24:36 pm,0.900,0.86,2.28,-3.00,10/06/2023 01:26:00 pm,0.900,0.95,1.24,-23.25,10/06/2023 01:26:02 pm,0.900,0.93,-0.03,0.14,10/06/2023 01:27:01 pm,0.900,0.94,-8.03,-107.60,10/06/2023 01:28:04 pm,0.900,0.17,0.09,-1.70,10/06/2023 01:29:01 pm,0.900,0.72,2.38,0.45,10/06/2023 01:29:37 pm,0.900,0.14,0.56,5.45,10/06/2023 01:29:54 pm,0.900,0.42,1.82,4.34
,,,,,10/06/2023 01:11:31 pm,1.850,0.90,1.05,-2.90,10/06/2023 01:12:04 pm,1.850,0.92,0.58,-3.96,10/06/2023 01:14:50 pm,1.850,0.90,-0.03,0.26,10/06/2023 01:15:27 pm,1.850,0.91,,,10/06/2023 01:16:36 pm,1.850,0.79,-0.01,-1.67,10/06/2023 01:16:49 pm,1.850,0.91,0.77,8.37,10/06/2023 01:18:55 pm,0.925,0.39,1.34,2.34,10/06/2023 01:20:00 pm,0.925,0.26,0.39,0.99,10/06/2023 01:20:08 pm,0.925,0.77,1.94,-6.70,10/06/2023 01:21:26 pm,0.925,0.58,1.72,2.69,10/06/2023 01:23:04 pm,0.925,0.50,1.85,3.93,10/06/2023 01:24:00 pm,0.925,0.68,1.74,-0.13,10/06/2023 01:24:36 pm,0.925,0.92,2.27,-14.57,10/06/2023 01:26:00 pm,0.925,0.96,0.52,-19.74,10/06/2023 01:26:02 pm,0.925,0.93,-0.02,0.17,10/06/2023 01:27:01 pm,0.925,0.18,-9.57,27.12,10/06/2023 01:28:04 pm,0.925,0.15,-0.08,-3.71,10/06/2023 01:29:01 pm,0.925,0.78,2.51,-10.97,10/06/2023 01:29:37 pm,0.925,0.16,0.65,2.46,10/06/2023 01:29:54 pm,0.925,0.47,1.94,4.31
,,,,,10/06/2023 01:11:31 pm,1.900,0.96,0.82,-6.62,10/06/2023 01:12:04 pm,1.900,0.93,0.37,-3.59,10/06/2023 01:14:50 pm,1.900,0.90,-0.01,0.40,,,,,,10/06/2023 01:16:36 pm,1.900,0.79,-0.02,0.00,10/06/2023 01:16:49 pm,1.900,1.18,1.73,0.41,10/06/2023 01:18:55 pm,0.950,0.42,1.40,2.96,10/06/2023 01:20:00 pm,0.950,0.27,0.41,0.38,10/06/2023 01:20:08 pm,0.950,0.82,1.66,-14.25,10/06/2023 01:21:26 pm,0.950,0.62,1.78,2.79,10/06/2023 01:23:04 pm,0.950,0.55,1.93,3.38,10/06/2023 01:24:00 pm,0.950,0.73,1.73,-0.28,10/06/2023 01:24:36 pm,0.950,0.98,1.78,-35.21,10/06/2023 01:26:00 pm,0.950,0.96,0.12,-11.06,10/06/2023 01:26:02 pm,0.950,0.93,-0.02,0.02,10/06/2023 01:27:01 pm,0.950,0.15,-5.56,113.79,10/06/2023 01:28:04 pm,0.950,0.15,-0.19,-4.41,10/06/2023 01:29:01 pm,0.950,0.84,2.04,,10/06/2023 01:29:37 pm,0.950,0.17,0.63,0.53,10/06/2023 01:29:54 pm,0.950,0.52,2.04,4.19
,,,,,10/06/2023 01:11:31 pm,1.950,1.01,0.33,-9.05,10/06/2023 01:12:04 pm,1.950,0.95,0.22,,10/06/2023 01:14:50 pm,1.950,0.90,0.01,0.41,,,,,,10/06/2023 01:16:36 pm,1.950,0.78,-0.02,0.26,10/06/2023 01:16:49 pm,1.950,1.18,0.89,-8.33,10/06/2023 01:18:55 pm,0.975,0.46,1.49,3.42,10/06/2023 01:20:00 pm,0.975,0.27,0.37,-1.24,10/06/2023 01:20:08 pm,0.975,0.87,1.13,-18.27,10/06/2023 01:21:26 pm,0.975,0.67,1.87,2.65,10/06/2023 01:23:04 pm,0.975,0.60,2.01,3.11,10/06/2023 01:24:00 pm,0.975,0.77,1.72,-0.30,10/06/2023 01:24:36 pm,0.975,1.03,0.58,,10/06/2023 01:26:00 pm,0.975,0.96,0.07,-4.14,10/06/2023 01:26:02 pm,0.975,0.93,-0.02,-0.08,10/06/2023 01:27:01 pm,0.975,0.15,-0.35,139.46,10/06/2023 01:28:04 pm,0.975,0.16,-0.27,-2.94,10/06/2023 01:29:01 pm,0.975,0.91,0.99,,10/06/2023 01:29:37 pm,0.975,0.19,0.63,0.43,10/06/2023 01:29:54 pm,0.975,0.57,2.15,
,,,,,10/06/2023 01:11:32 pm,2.000,0.99,-0.24,-8.17,10/06/2023 01:12:05 pm,2.000,0.96,0.10,,10/06/2023 01:14:51 pm,2.000,0.90,0.03,0.34,,,,,,10/06/2023 01:16:37 pm,2.000,0.78,0.01,,10/06/2023 01:16:50 pm,2.000,1.18,0.00,-8.71,10/06/2023 01:18:56 pm,1.000,0.50,1.59,3.37,10/06/2023 01:20:01 pm,1.000,0.29,0.32,-1.16,10/06/2023 01:20:09 pm,1.000,0.88,0.59,-15.83,10/06/2023 01:21:27 pm,1.000,0.72,1.93,1.62,10/06/2023 01:23:05 pm,1.000,0.65,2.09,3.01,10/06/2023 01:24:01 pm,1.000,0.81,1.71,-0.95,10/06/2023 01:24:37 pm,1.000,1.02,-1.31,,10/06/2023 01:26:01 pm,1.000,0.96,0.04,-1.63,10/06/2023 01:26:03 pm,1.000,0.93,-0.03,-0.01,10/06/2023 01:27:02 pm,1.000,0.13,-0.18,123.27,10/06/2023 01:28:05 pm,1.000,0.13,-0.39,0.25,10/06/2023 01:29:02 pm,1.000,0.89,,,10/06/2023 01:29:38 pm,1.000,0.21,0.66,1.19,10/06/2023 01:29:55 pm,1.000,0.63,2.24,
,,,,,10/06/2023 01:11:32 pm,2.050,0.97,-0.60,-5.02,10/06/2023 01:12:05 pm,2.050,0.96,,,10/06/2023 01:14:51 pm,2.050,0.90,0.05,0.25,,,,,,10/06/2023 01:16:37 pm,2.050,0.79,0.04,,10/06/2023 01:16:50 pm,2.050,1.18,0.00,-2.95,10/06/2023 01:18:56 pm,1.025,0.54,1.67,2.91,10/06/2023 01:20:01 pm,1.025,0.29,0.29,1.54,10/06/2023 01:20:09 pm,1.025,0.89,0.27,-10.20,10/06/2023 01:21:27 pm,1.025,0.77,1.97,-1.93,10/06/2023 01:23:05 pm,1.025,0.70,2.17,1.73,10/06/2023 01:24:01 pm,1.025,0.86,1.71,7.39,10/06/2023 01:24:37 pm,1.025,0.97,,,10/06/2023 01:26:01 pm,1.025,0.96,-0.01,-1.29,10/06/2023 01:26:03 pm,1.025,0.93,-0.03,,10/06/2023 01:27:02 pm,1.025,0.14,5.97,52.82,10/06/2023 01:28:05 pm,1.025,0.13,-0.32,3.47,,,,,,10/06/2023 01:29:38 pm,1.025,0.22,0.69,1.95,10/06/2023 01:29:55 pm,1.025,0.68,,
,,,,,10/06/2023 01:11:32 pm,2.100,0.93,-0.70,-1.78,,,,,,10/06/2023 01:14:51 pm,2.100,0.91,0.06,0.13,,,,,,10/06/2023 01:16:37 pm,2.100,0.79,,,10/06/2023 01:16:50 pm,2.100,1.18,5.73E-4,-0.01,10/06/2023 01:18:56 pm,1.050,0.58,1.73,2.40,10/06/2023 01:20:01 pm,1.050,0.30,0.32,3.70,10/06/2023 01:20:09 pm,1.050,0.89,0.15,-5.68,10/06/2023 01:21:27 pm,1.050,0.82,1.92,-9.43,10/06/2023 01:23:05 pm,1.050,0.76,2.23,-3.13,10/06/2023 01:24:01 pm,1.050,0.90,1.60,14.30,,,,,,10/06/2023 01:26:01 pm,1.050,0.96,-0.04,-0.73,10/06/2023 01:26:03 pm,1.050,0.93,-0.02,,10/06/2023 01:27:02 pm,1.050,0.13,6.61,-70.41,10/06/2023 01:28:05 pm,1.050,0.13,-0.10,4.35,,,,,,10/06/2023 01:29:38 pm,1.050,0.24,0.75,2.70,,,,,
,,,,,10/06/2023 01:11:32 pm,2.150,0.89,-0.72,0.08,,,,,,10/06/2023 01:14:51 pm,2.150,0.91,0.06,-0.01,,,,,,,,,,,10/06/2023 01:16:50 pm,2.150,1.18,6.13E-4,-0.01,10/06/2023 01:18:56 pm,1.075,0.62,1.78,2.22,10/06/2023 01:20:01 pm,1.075,0.31,0.60,0.80,10/06/2023 01:20:09 pm,1.075,0.90,0.04,-3.62,10/06/2023 01:21:27 pm,1.075,0.87,1.58,-19.02,10/06/2023 01:23:05 pm,1.075,0.82,2.13,-11.78,10/06/2023 01:24:01 pm,1.075,0.94,2.94,-0.91,,,,,,10/06/2023 01:26:01 pm,1.075,0.96,-0.04,-0.09,10/06/2023 01:26:03 pm,1.075,0.93,,,10/06/2023 01:27:02 pm,1.075,1.05,0.78,-161.54,10/06/2023 01:28:05 pm,1.075,0.12,-0.04,2.61,,,,,,10/06/2023 01:29:38 pm,1.075,0.26,0.83,3.34,,,,,
,,,,,10/06/2023 01:11:32 pm,2.200,0.86,-0.66,0.77,,,,,,10/06/2023 01:14:51 pm,2.200,0.91,0.06,-0.14,,,,,,,,,,,10/06/2023 01:16:50 pm,2.200,1.18,3.93E-5,-0.01,10/06/2023 01:18:56 pm,1.100,0.67,1.83,2.18,10/06/2023 01:20:01 pm,1.100,0.32,0.56,-6.35,10/06/2023 01:20:09 pm,1.100,0.89,-0.04,-2.59,10/06/2023 01:21:27 pm,1.100,0.91,0.90,-24.42,10/06/2023 01:23:05 pm,1.100,0.87,1.66,-19.77,10/06/2023 01:24:01 pm,1.100,0.97,2.62,-36.68,,,,,,10/06/2023 01:26:01 pm,1.100,0.96,-0.04,0.23,,,,,,10/06/2023 01:27:02 pm,1.100,0.22,-5.55,-57.87,10/06/2023 01:28:05 pm,1.100,0.12,-0.02,0.86,,,,,,10/06/2023 01:29:38 pm,1.100,0.28,0.92,3.76,,,,,
,,,,,10/06/2023 01:11:32 pm,2.250,0.82,-0.62,0.86,,,,,,10/06/2023 01:14:51 pm,2.250,0.91,0.05,-0.20,,,,,,,,,,,10/06/2023 01:16:50 pm,2.250,1.18,-5.73E-4,0.00,10/06/2023 01:18:56 pm,1.125,0.72,1.90,1.25,10/06/2023 01:20:01 pm,1.125,0.36,0.17,-10.41,10/06/2023 01:20:09 pm,1.125,0.89,-0.09,-1.52,10/06/2023 01:21:27 pm,1.125,0.92,0.14,-20.85,10/06/2023 01:23:05 pm,1.125,0.91,0.97,-21.11,10/06/2023 01:24:01 pm,1.125,1.23,0.55,-60.46,,,,,,10/06/2023 01:26:01 pm,1.125,0.96,-0.03,0.32,,,,,,10/06/2023 01:27:02 pm,1.125,0.17,-6.10,149.61,10/06/2023 01:28:05 pm,1.125,0.12,-0.01,0.65,,,,,,10/06/2023 01:29:38 pm,1.125,0.31,1.02,3.99,,,,,
,,,,,10/06/2023 01:11:32 pm,2.300,0.80,-0.57,0.57,,,,,,10/06/2023 01:14:51 pm,2.300,0.92,0.03,-0.21,,,,,,,,,,,10/06/2023 01:16:50 pm,2.300,1.18,-6.13E-4,0.00,10/06/2023 01:18:56 pm,1.150,0.76,1.94,-1.22,10/06/2023 01:20:01 pm,1.150,0.33,-0.20,-4.26,10/06/2023 01:20:09 pm,1.150,0.89,-0.11,-0.58,10/06/2023 01:21:27 pm,1.150,0.90,-0.30,,10/06/2023 01:23:05 pm,1.150,0.92,0.42,-15.23,10/06/2023 01:24:01 pm,1.150,1.00,-1.51,-18.78,,,,,,10/06/2023 01:26:01 pm,1.150,0.96,-0.02,0.33,,,,,,10/06/2023 01:27:02 pm,1.150,0.17,4.81,266.93,10/06/2023 01:28:05 pm,1.150,0.12,0.01,0.89,,,,,,10/06/2023 01:29:38 pm,1.150,0.33,1.12,4.13,,,,,
,,,,,10/06/2023 01:11:32 pm,2.350,0.77,-0.55,0.23,,,,,,10/06/2023 01:14:51 pm,2.350,0.92,0.03,-0.21,,,,,,,,,,,10/06/2023 01:16:50 pm,2.350,1.18,0.00,0.00,10/06/2023 01:18:56 pm,1.175,0.81,1.86,-5.30,10/06/2023 01:20:01 pm,1.175,0.32,-0.20,5.08,10/06/2023 01:20:09 pm,1.175,0.89,-0.12,0.17,10/06/2023 01:21:27 pm,1.175,0.89,-0.34,,10/06/2023 01:23:05 pm,1.175,0.92,0.20,-7.76,10/06/2023 01:24:01 pm,1.175,0.98,-1.99,38.15,,,,,,10/06/2023 01:26:01 pm,1.175,0.96,-0.01,0.29,,,,,,10/06/2023 01:27:02 pm,1.175,0.18,12.86,182.18,10/06/2023 01:28:05 pm,1.175,0.12,0.04,0.95,,,,,,10/06/2023 01:29:38 pm,1.175,0.36,1.23,4.11,,,,,
,,,,,10/06/2023 01:11:32 pm,2.400,0.74,-0.56,0.06,,,,,,10/06/2023 01:14:51 pm,2.400,0.92,0.02,-0.25,,,,,,,,,,,10/06/2023 01:16:50 pm,2.400,1.18,0.00,0.00,10/06/2023 01:18:56 pm,1.200,0.86,1.69,-10.27,10/06/2023 01:20:01 pm,1.200,0.33,0.29,7.34,10/06/2023 01:20:09 pm,1.200,0.88,-0.10,0.60,10/06/2023 01:21:27 pm,1.200,0.89,,,10/06/2023 01:23:05 pm,1.200,0.93,0.15,-3.45,10/06/2023 01:24:01 pm,1.200,0.98,2.35,54.45,,,,,,10/06/2023 01:26:01 pm,1.200,0.96,0.00,0.16,,,,,,10/06/2023 01:27:02 pm,1.200,0.93,15.53,-29.16,10/06/2023 01:28:05 pm,1.200,0.12,0.07,1.26,,,,,,10/06/2023 01:29:38 pm,1.200,0.39,1.34,4.05,,,,,
